Run,Loc_Score,Angle_Score,stddev,gamma,d_long,d_short,k1,k2,k3,k4
58,7.97199,0.33766,0.06999065139555853,0.2811755828665379,1.3542417268922808,0.23463074820776855,0.15565685790235034,0.33270536498172226,0.3302851810243742,0.025841101137124005
59,7.94638,0.36212,0.12467928371254587,0.7613225733163939,1.3118575625761202,0.27451301124854993,0.10464598746647909,0.14409600781592585,0.33297489984596396,0.058874377040837984
60,7.98454,0.38528,0.10179800852999617,0.8069645989760905,1.425775671281997,0.24657361575776668,0.3396468879960145,0.34087077152122014,0.436984064067629,0.2399806642677038
61,7.92949,0.3481,0.2210713879667074,0.5798679213117391,1.4486305431140098,0.2880525680323491,0.30433375626480874,0.0859452832488107,0.34906241323029064,0.36802859043860453
62,8.00344,0.3404,0.14392566020523562,0.28486192676550787,1.469891054330943,0.2892520405466347,0.27604801303238485,0.06998998574964586,0.2603177001237121,0.3209233516292651
63,8.04465,0.34471,0.12283910619061884,0.48317260700004927,1.3842538725978961,0.2935558638877609,0.050716319293803824,0.28842875240693683,0.3985167124748227,0.3231591761667051
64,7.99706,0.33775,0.20439097922496152,0.84638618815026,1.3981651242383615,0.23423464167638078,0.30109252180892565,0.13117916494373996,0.1120822120004393,0.1569534418120866
65,7.99361,0.32801,0.20752931927527724,0.3423227115619718,1.3365861241067165,0.2596758484398395,0.26702969037069973,0.12084404845986128,0.21593934549756302,0.08589193798655356
66,7.97834,0.33192,0.253267009563752,0.8720852900277416,1.4334285303475045,0.2561181241902785,0.2663528386873439,0.21190780393320519,0.17627781591896535,0.138805085310146
67,7.98816,0.35893,0.18516474039301828,0.9394147190186709,1.3648782201529204,0.2664612457287695,0.09692597374600678,0.08019174746795855,0.29488321520672334,0.3621692443886628
68,8.01715,0.35833,0.11863419270621732,0.3460497535897844,1.4487931194939154,0.21510138145975188,0.4415920970781731,0.210453613238041,0.20956868959869784,0.220257364097394
69,7.9675,0.34315,0.20997820621186958,0.3454210663063913,1.389259742292661,0.28539506634052453,0.29554488793725436,0.334429385927151,0.25947581856315666,0.2268118376118085
70,8.05157,0.3401,0.06800102154884947,0.5216804265452105,1.4392226147681406,0.27680383371482664,0.3118627396521567,0.051327675485600965,0.23995277197095308,0.11335907341276832
71,7.95271,0.33753,0.20882131372590135,0.9111590372840369,1.4475828598108191,0.29990211912855125,0.41832797850838704,0.305110413763,0.42187934401638405,0.2975903842458544
72,8.02413,0.31823,0.22751573836322597,0.8766339679384596,1.37107808752422,0.22979365985731276,0.3003422154038981,0.18474651001319908,0.17548489613706733,0.3440576285112148
73,7.98182,0.36324,0.1007930603469475,0.2841794934624968,1.3354466402072156,0.20422467257219531,0.10177803026149652,0.11111746187406056,0.2610682607033602,0.2665861376130706
74,8.00103,0.34392,0.09558980129994459,0.1830562511992867,1.4243013108808467,0.26174213971955945,0.3584897354602265,0.18435279858678646,0.23913043125766995,0.20168210068303669
75,8.01798,0.33153,0.26340501946035677,0.19931215740581112,1.4668233717922317,0.26303137516070313,0.410101879762397,0.24222525031689415,0.20712370198555066,0.36177247997492284
76,8.04564,0.33949,0.19734309820050772,0.5860478979045137,1.3547499788520398,0.2883672786312668,0.19572518056160154,0.292958827166425,0.12422279460706456,0.08827226880947416
77,7.97193,0.34255,0.12316714175750797,0.8077773382510575,1.4425069732142157,0.27670529603305954,0.43346087054708426,0.14897315949642972,0.12741638141972994,0.34043916987552447
78,8.0502,0.32989,0.13208412154066296,0.6548237151104702,1.4996714583698965,0.27225880090338367,0.15687680421726147,0.05204621199534816,0.16387872627371938,0.35787807342007044
79,8.04484,0.33505,0.2744890725208208,0.2689163984229306,1.4731908533273987,0.27116978754910326,0.1884440839905675,0.23852018699442998,0.351480898737767,0.1165244291090734
80,7.98739,0.32974,0.24679712382857055,0.8131824449617315,1.3272806605127312,0.2978615600233726,0.36427441355442086,0.2827967879873216,0.3061340789841398,0.03345720769451485
81,7.96765,0.31686,0.18830977227015028,0.7313105879746793,1.3078761696795165,0.26457857705145005,0.4467259885918332,0.16350080158559918,0.3226641702813834,0.01694907457815712
82,8.03285,0.33398,0.24191355670921888,0.7215253301462305,1.4681375699422474,0.2042810231375401,0.056220032925561374,0.2828947344326381,0.31841889722761385,0.3995301881123634
