Run,Loc_Score,Angle_Score,stddev,gamma,d_long,d_short,k1,k2,k3,k4
83,7.98713,0.34698,0.15058989794492234,0.38792073752352507,1.4308290800126886,0.2951436989161093,0.19970374894365156,0.15384095988016463,0.4341738839442766,0.39876951202799793
84,7.93331,0.37217,0.20928044806206175,0.45568493926733245,1.43526547216172,0.22637177957677881,0.10230128621348517,0.046940095206722834,0.25822231387193484,0.3679385379360615
85,8.04018,0.32021,0.1380540761972352,0.65846788527579,1.4413210929356146,0.2669857161794759,0.42330295771421617,0.0221357225686832,0.15296379439981045,0.13409298557030228
86,7.95339,0.35688,0.21004393260666582,0.3500818595203947,1.4749766398315858,0.279831537398364,0.23529588946056185,0.1873429830940662,0.39632382253003906,0.2519053933609922
87,7.90633,0.32732,0.27751549160995026,0.11740639178554518,1.4594162338546046,0.20120687142321395,0.05128192232067659,0.13075089812728918,0.41299414842004833,0.2932356464445803
88,7.98479,0.36335,0.1338984908783234,0.9009554662341255,1.4365711929871678,0.27007804022284926,0.2603441845017731,0.33140521704009257,0.16112564792582706,0.28521379473104
89,7.96336,0.34339,0.1636664363168669,0.26720643625252916,1.450739582559414,0.2206197792526122,0.3226811095231411,0.2562046898863129,0.2802636256106369,0.20632274265694492
90,7.97941,0.34028,0.2998446605169345,0.6033271406400913,1.3470427770712399,0.20869433616379388,0.2058407043887946,0.04878950572263848,0.10153245177143143,0.32911826968947355
91,7.96762,0.34497,0.13412561074517326,0.7906700219405589,1.4027568276247593,0.23695841599097633,0.3514403515534193,0.03681111591434025,0.3535047412660216,0.2976023761367568
92,8.00549,0.34733,0.29161538093797157,0.8663294720201902,1.4158699957615846,0.24714834380240092,0.273493006892403,0.08105905177330197,0.38969736819388623,0.08369237565009291
93,7.95608,0.34939,0.07525070255838252,0.39572631944373815,1.4991828415454593,0.29040964574225975,0.16972593830922036,0.1172117290645374,0.12819942478031765,0.1475668101639523
94,7.93577,0.34288,0.13074951447478733,0.7983716507524204,1.428172979022966,0.2769781431544022,0.24414272475972887,0.15886003372549418,0.12033259837623697,0.34411215990903354
95,7.98567,0.3211,0.14175438909809224,0.620955039885338,1.4025519460649716,0.22116844766233132,0.14699889065095634,0.337146684172683,0.22046297863797154,0.29026253168306726
96,8.04126,0.33131,0.15424303625843067,0.3372663291508809,1.3648441002086282,0.27197478969989075,0.37170565474052786,0.16435503356451028,0.12327110420398793,0.24166840727608527
97,7.90694,0.34449,0.25172626572646756,0.908272625444615,1.3187632772072078,0.21375311292732987,0.10389462620859016,0.2128937710515481,0.2823344455242083,0.34794305836824474
98,7.94327,0.32222,0.06762572317137676,0.8282581270323912,1.4285716527276806,0.23342888443182158,0.11983910374273568,0.064623644915445,0.23695466703092838,0.1145059796978451
99,8.01538,0.34381,0.18607799773843514,0.3164025829583185,1.4396896834678932,0.21103500550807827,0.40390118598774144,0.22065999521234617,0.38993803317363007,0.3508935153954618
100,8.01286,0.33011,0.2638616842895495,0.6909958113568097,1.3334271590036233,0.2550610960622714,0.05021541352482983,0.2789487802267866,0.16053828496154737,0.32898747443744586
101,8.05329,0.3395,0.1154999810133205,0.743475914694735,1.397969043919218,0.2429936775016201,0.3535781813524207,0.20695018111043925,0.4041370489152487,0.08321408463174643
102,7.98064,0.33784,0.08102900752236893,0.652509549639541,1.3954978614201132,0.2537236880330879,0.28201282778336545,0.19978583264696903,0.2464424413223424,0.22653080390675337
103,7.95283,0.33312,0.24102114920819973,0.5906379233450225,1.3120292322508669,0.21668149993695707,0.2369415267077738,0.2518467660438472,0.29187498740554346,0.021901658166906153
104,8.03203,0.33397,0.1772655524069956,0.3871677800370591,1.4871208999909198,0.2675427074408861,0.051863612885208625,0.03279092345772714,0.2059611462978225,0.01519627087422818
105,7.98139,0.33546,0.2769119434448835,0.8040711734155137,1.4180582437239506,0.26021809840446464,0.10813729210825783,0.1581635576807141,0.1279865178435028,0.207884980281238
106,8.08358,0.31188,0.2076770973472799,0.21169764964590343,1.3993797137611157,0.2252019176270482,0.2264027701912587,0.10678623470032204,0.1715971753171203,0.23666016684034688
107,7.95629,0.34418,0.266390230235519,0.5269923208889067,1.4172823458721122,0.266261452880192,0.05438290689752301,0.03562612262961805,0.38525798858876037,0.33892331388607017
108,7.96246,0.3448,0.1420263548820862,0.6998571085828559,1.3368061113185405,0.21322764835662633,0.4311946338268637,0.3478833541490804,0.2544449173113864,0.07698969058648673
109,7.9469,0.319,0.21239820506138035,0.4283165847036673,1.3015548191757975,0.22577837645898274,0.07913631496752682,0.12400260497612556,0.3096921169342955,0.18841000166635846
110,7.99908,0.36814,0.10167086706514263,0.6675004911223206,1.4581827068028828,0.24981969407762988,0.11544950746381916,0.1975578866199664,0.17002699012258907,0.0959313885443067
111,7.93514,0.35476,0.08851076408033297,0.2372746510177757,1.4110372853443225,0.29599143101925024,0.062454409124978974,0.18156784228950107,0.32368987853836606,0.294408917797201
112,8.02645,0.32416,0.059639630344909,0.2945924569739461,1.317878149613966,0.2388624114260583,0.19350549400428835,0.26197543851955,0.11980535614509524,0.13615156828111866
113,7.99407,0.3246,0.13205260931689772,0.6232820159150083,1.3268985929118353,0.27591368841125186,0.4223566900885522,0.09240207205230208,0.43561560047422176,0.22549095551468296
114,8.02057,0.34527,0.10999868524670155,0.8911890007361207,1.4268609236791219,0.2540577644633446,0.25845156460482877,0.23837120907068415,0.4488860336637237,0.01876442220727301
115,5.93965,0.36268,0.16166661804640237,0.176714077787342,1.3972887215493648,0.2040730808254647,0.3955213144314318,0.24963796978771363,0.15413442597210428,0.11236476307671647
116,8.03955,0.37007,0.12744229816137864,0.16483564831864653,1.3570562137246445,0.22194463065603673,0.2393059280008839,0.16209390657862016,0.3361320052211556,0.2683371899292657
117,8.05081,0.3462,0.18675479518720856,0.43645012866611277,1.3934354818666042,0.2832141629867721,0.11946433003800801,0.08260087897267689,0.15297175012430492,0.1019448539316594
118,7.95091,0.36218,0.1541331979534838,0.5831388769666247,1.4192147403839572,0.20947937254482862,0.13656343507494378,0.24999473307858208,0.3035156667401495,0.11460854653022004
119,8.03087,0.36191,0.23916809582965037,0.7918944668670906,1.3570869264879477,0.24662259225730027,0.3505971258137396,0.2608104573082173,0.39064749710412017,0.29727802893906
120,8.09644,0.3571,0.28036346035421256,0.6657806282633071,1.4472426531721965,0.2521281153397339,0.24861157673886675,0.07988153690010244,0.2519001487568654,0.12523021531018405
121,8.04507,0.32479,0.2360517062911623,0.17412012517395992,1.3084762922731568,0.20661456266852737,0.44937085347293604,0.18145117443278003,0.11147331988952967,0.2199052038352234
122,8.03458,0.35791,0.24024273723942752,0.31039427972098377,1.427501984222576,0.2253571916178251,0.35840134724729034,0.15018358467472015,0.42707552864278076,0.21325949569103475
123,7.98526,0.35913,0.2751643975283788,0.7402981082563461,1.413201757989037,0.2988303097503121,0.2403423177983634,0.05376783158781803,0.35538727953839666,0.3469918971075749
124,8.00256,0.3303,0.0575739378759406,0.6867186762239377,1.404623124943578,0.2589121348514825,0.41456889129023583,0.226919299544538,0.3076600987268963,0.3284753006149502
125,7.99981,0.32517,0.21351082169994023,0.2150261607998221,1.4070641524869187,0.20266970769600476,0.3352389409646722,0.19812373870112515,0.4280495412320834,0.26199307191721277
126,7.9864,0.33831,0.12712479048574393,0.38544916247896543,1.4142151234183626,0.2811883890753409,0.06194418270242994,0.0688605559674405,0.44062076219609414,0.13349409993764133
127,8.0328,0.34663,0.0926513462521532,0.8993424425351295,1.4205710657902195,0.2493357312764837,0.12939068795892977,0.2590015344712273,0.3087069821953139,0.1059424595597387
128,7.98378,0.33599,0.18368792646919646,0.5689125432864354,1.3947805445720052,0.27427613333926215,0.4084426670891566,0.3062211313445385,0.11069456488539468,0.06442828229375695
129,8.00926,0.33011,0.17085929715060172,0.8371241836651026,1.4693586358102357,0.25186008016884,0.27472180229936516,0.21913908806148347,0.3687524056842799,0.2298423592687806
130,8.0202,0.35618,0.19335480996172677,0.8641821474266214,1.4406749417782208,0.21600161531650947,0.19112657243929987,0.01863423200258818,0.30852529287935404,0.38955455353714785
131,7.95376,0.35894,0.05863448711725218,0.511898422654484,1.3232523873699777,0.28303492236570904,0.1423202525464308,0.11562542522219266,0.41891027426577687,0.3169109049259861
132,8.06441,0.33551,0.11627673530482084,0.585328606291961,1.4946627525341727,0.29402660355486304,0.33339378343385523,0.17669711520337933,0.1477543758665066,0.3657063112855352
133,7.96926,0.33832,0.15226389184231975,0.5696344147522744,1.3919914355733882,0.26260082913929983,0.24314113497847423,0.021159880930577288,0.12086854638144226,0.35593572078564256
134,7.99414,0.33975,0.12620505127440784,0.18423414297430735,1.420266448137054,0.29214399069404706,0.42037072637740464,0.16106923087742675,0.2167465244560769,0.17701829041761166
135,7.98034,0.34723,0.09972506608110283,0.4717887645549118,1.3923719539598434,0.23900504925453217,0.2516445880797316,0.1739744065842597,0.21096861221367147,0.0591548909328377
136,7.99515,0.35162,0.23020255209678064,0.48653557689335847,1.309175939724826,0.26122689733295007,0.23628879227410277,0.09529864528822966,0.2447838090198736,0.2193673697823404
137,8.033,0.34845,0.21159585966036,0.36124385603663645,1.422764855445209,0.28294928095120275,0.3841547571111771,0.20120429783252006,0.20013282283499614,0.36202390256806516
138,8.03357,0.33994,0.29215625889672564,0.3495198875974853,1.3903706657451462,0.2666057303693854,0.17639965227182142,0.025512269141766256,0.14309982077294395,0.3725202534991695
139,8.03584,0.33879,0.11150149530094226,0.31553873159425694,1.3839443521017767,0.20722200032273602,0.19613456976983595,0.09177532382588599,0.28187302627887023,0.35080490851868884
140,8.04148,0.33115,0.13924691614738355,0.4393008570312137,1.4967959679943998,0.2391225641253945,0.318000278061633,0.022191316050436928,0.1413677062937735,0.23116395708286624
141,7.89738,0.35009,0.12869679850867022,0.3396027033373342,1.3785905298104013,0.22976243633704407,0.2685489881431631,0.3069862063568601,0.21459029922154427,0.2676548515490262
142,8.03769,0.3204,0.13449257722887648,0.881482519653654,1.3140682835468227,0.22107797367155554,0.3024548204501875,0.21251973270001548,0.24416025120163873,0.39545309463405476
143,7.98467,0.3545,0.29945507597364945,0.9106700755462941,1.344809821106892,0.2553953076127683,0.077287919963399,0.3233062828894439,0.21486589693618185,0.3724092912748487
144,7.93543,0.32368,0.20471940812246864,0.2492822233481033,1.3385316018401427,0.24686179170008185,0.2607898794114572,0.15486328146925135,0.27280959528821863,0.2766428462899331
145,8.01656,0.33412,0.08404878637329723,0.2843622078768874,1.3447510645672738,0.2686568124780524,0.43578947660212103,0.04503798181879696,0.13919395285980146,0.31035479407656813
146,7.95208,0.32091,0.14611389689091892,0.1735218752334231,1.3547810347298879,0.2900491096316475,0.21849790331819413,0.07758510246890145,0.42694422606051796,0.2384747626353305
147,7.97287,0.35852,0.15344357295502586,0.10171189353300991,1.463492744340044,0.28880819964437154,0.18935013673011153,0.24884643885281277,0.12085267232298877,0.0915695049216418
148,7.9594,0.35137,0.058315382341504754,0.5347014352988257,1.374965673525094,0.2950260175515793,0.17531099141070183,0.3312390178691816,0.1861521963334718,0.19257479392587495
149,7.94832,0.33046,0.20860341955613726,0.3127412669251714,1.4864004894602967,0.20163010255292574,0.20683212611718815,0.1529609091791984,0.10746661866776389,0.04499111495894298
150,7.96207,0.33977,0.09822256839498987,0.8688993723715058,1.321044003586412,0.2078405317683014,0.19255375505357336,0.3073029393833998,0.4119198415478591,0.31972764084658256
151,7.96166,0.35139,0.08652607556977925,0.2914115154182764,1.4957727138693053,0.20924306340208837,0.27941806940067043,0.03750416399767827,0.3681744446348777,0.20144673364617566
152,7.95618,0.34418,0.19327805040027984,0.22408435179332864,1.3484222939491157,0.20636763480259546,0.11415573346926872,0.2258026795802662,0.2021751951311655,0.37908584117562527
153,8.03153,0.34015,0.2785579382808326,0.8282067915593347,1.366108704170695,0.21652353398803964,0.2854850177952503,0.10647002410766043,0.20749022284738977,0.14088450760845272
154,8.02521,0.35969,0.16203635439622305,0.4902725254743555,1.3973086688917356,0.27337421517728117,0.34790964227546656,0.2726038823383216,0.4274931520557671,0.1516449786194074
155,7.93211,0.35969,0.11901572865236291,0.4355442046054502,1.3714225167848693,0.20283776964982475,0.2429536413777154,0.08646951556213583,0.3842578596709716,0.25852599286893785
156,8.00156,0.34366,0.1790087774263543,0.3621862255362869,1.4914986974320366,0.2831037093461238,0.2728474979728634,0.037008345891338564,0.2895062781915562,0.31250891917539914
157,7.95653,0.34364,0.07659964585965377,0.567755473392095,1.4321821441095892,0.20745315534768394,0.3745901672058807,0.13427634276641578,0.33714738475616723,0.3631428234133436
158,8.04361,0.3444,0.11315807172809526,0.6257208204495821,1.443018902665728,0.29409519188341915,0.21280964744872943,0.15610339028839898,0.392767805602243,0.3923413363956228
159,8.11769,0.33333,0.05326697035320081,0.5712589978937715,1.3248805096792122,0.2545061695085844,0.2498041304817819,0.13317956325085548,0.21890050996401883,0.08716367644924584
160,8.0135,0.35268,0.2906422804828217,0.5390887335489827,1.4317298378877805,0.2479149854914335,0.2675639065859356,0.24856233948248055,0.3478401662534544,0.04374486026941066
161,7.89937,0.3275,0.09042920170431847,0.4867036270841857,1.3649184170063287,0.2631071268520287,0.4352717473774596,0.02254654747885996,0.35997849902850576,0.2943191741341336
162,7.96518,0.34624,0.15592532644977714,0.6274953372278607,1.4369390742100707,0.22321849960112214,0.36832977026423114,0.07279166985732213,0.40837108757403373,0.19126742434426613
163,8.02415,0.34752,0.1922577412502387,0.7134816173602369,1.4617947832899167,0.2329991401403015,0.2630290758600932,0.06773272578125544,0.20654256964895867,0.2526599036807484
164,8.01671,0.34245,0.16004344323817743,0.19205084676900175,1.3950884198165723,0.22159667048813556,0.08653119952163543,0.06527290253957449,0.31424485800507324,0.3879930744173438
165,8.01072,0.34195,0.12621496808109722,0.1400267708217645,1.4022055345297346,0.2988821098974005,0.09458695791088362,0.09865540925663184,0.11213165036332237,0.19165392599173336
166,8.10856,0.34335,0.2096617507984146,0.37801208424599597,1.4619938262676189,0.28532282537000475,0.3698654569264676,0.29035743160897254,0.25606134834256,0.07419492348043055
167,8.02934,0.34268,0.28419216658827545,0.6560502493392371,1.3492439122013455,0.21822682787091888,0.32670750465254494,0.06168573190783472,0.24389664972551825,0.3186247484358262
168,7.90993,0.35111,0.07449986947249758,0.494918039223987,1.4052790645239803,0.26224149051628437,0.11588605452861378,0.20916630978426437,0.1216529826361975,0.1451076081470136
169,7.98752,0.3386,0.2210371728143975,0.9209024425944734,1.469207245065744,0.2756784926609954,0.07210244721138648,0.23085189437580458,0.36755391942863946,0.06121152535995854
170,8.01583,0.34885,0.17800141492786364,0.17295082296671443,1.3831783993927649,0.25768630439144236,0.29668743572594286,0.11913981215189279,0.12298302790583032,0.3597653959912141
171,8.02609,0.34744,0.2896695142426071,0.8025878963375007,1.3491943230573091,0.28857882595599915,0.06928528194430826,0.19590583474094955,0.11931868629469944,0.3920430444692494
172,7.97428,0.32457,0.22164775598593062,0.7972230871356836,1.4013228578127084,0.2597130830158484,0.26803697891859846,0.13689447156541598,0.14341730530834437,0.2921600815378019
173,7.53418,0.2862,0.2824204990781089,0.34157365940712303,1.3825741068663266,0.29245888792715424,0.14518491484572787,0.1696064293351077,0.16301441065126482,0.30212868761656975
174,6.12003,0.37923,0.07458119622741234,0.8912596502859124,1.4546628340772687,0.22884708146160604,0.07726651311294584,0.23077107003187122,0.2982429464997125,0.2946791582634658
175,7.99897,0.36173,0.1922763202889501,0.15156035429127035,1.3471314739244282,0.23985710524577725,0.31652703084765216,0.10754651208456126,0.3124884341823019,0.2286714838657639
176,8.03584,0.32539,0.1391364734716074,0.9253981665954365,1.4654460906589695,0.27691711179317635,0.18889919311129788,0.18779847763570504,0.19955970769954623,0.1687078088871231
177,7.94808,0.36769,0.2398946249799721,0.5750769640878572,1.3037091157211524,0.28686886995068617,0.18831488316732942,0.20924992765120032,0.32661474890791214,0.1016374337252631
178,7.68999,0.30024,0.2478503707700525,0.5597266042331157,1.3489268984431932,0.262864996643038,0.1711366222195636,0.27970103390377965,0.29158539366407055,0.33572693778472684
